file,descriptionEn,descriptionRu,descriptionUa
fulcrum_20.jpg,"""Autumn"" Autumn is the best time to take stock. Probably, a big stage in your life is coming to an end and very soon positive changes will come, which you do not expect. Pump over the Inner Support so that new events will be attracted to Your abundant state!","""Осень"" Осень — лучшее время для подведения итогов. Вероятно, в Твоей жизни заканчивается большой этап и совсем скоро наступят положительные изменения, которых Ты не ждёшь. Прокачивай Внутреннюю Опору, чтобы новые события притянулись на Твое изобильное состояние!","""Осінь"" Осінь - найкращий час для підбиття підсумків. Ймовірно, у Твоєму житті закінчується великий етап і незабаром настануть позитивні зміни, яких Ти не чекаєш. Прокачуйте Внутрішню Опору, щоб нові події притяглися на Твій багатий стан!"
fulcrum_21.jpg,"""Sunset"" Sunset means a significant change in fate or the onset of a period of great love for someone. Maybe the person you will soon fall in love with without memory is a new version of you?","""Закат"" Закат солнца означает значительные перемены в судьбе или наступление периода большой влюбленности в кого-то. Может, человек, в которого Ты совсем скоро влюбишься без памяти, — это новая версия Тебя?","""Захід сонця"" Захід сонця означає значні зміни в долі або настання періоду великої закоханості в когось. Може, людина, в яку Ти незабаром закохаєшся без пам'яті, — це нова версія Тебе?"
fulcrum_22.jpg,"""Mask"" The mask symbolizes secrecy from the outside world. Think about what you can hide under it? Perhaps you are hiding your real self, or the way you position yourself in this world is not your true nature. To feel confident, it is important to find and develop in yourself the inner support that will allow you to be real. Listen to yourself more, and everything will work out.","""Маска"" Маска символизирует скрытность от внешнего мира. Подумай, что ты можешь прятать под ней? Возможно, Ты скрываешь себя настоящую, или то, как Ты позиционируешь себя в этом мире, не является твоей истинной натурой. Чтобы чувствовать себя уверенно, важно найти и развить в себе внутреннюю опору, которая позволит Тебе быть настоящей. Больше прислушивайся к себе, и все получится.","""Маска"" Маска символізує скритність від зовнішнього світу. Подумай, що ти можеш ховати під нею? Можливо, Ти приховуєш себе справжню, або те, як Ти позиціонуєш себе у цьому світі, не є твоєю справжньою натурою. Щоб почуватися впевнено, важливо знайти та розвинути в собі внутрішню опору, яка дозволить Тобі бути справжньою. Більше прислухайся до себе, і все вийде."
fulcrum_23.jpg,"""Cat"" The appearance of a forest cat signals imminent changes in relationships. With whom your relationship will change: with the environment or with yourself - it is up to you to decide. But, thanks to your support, you will enter a new stage of life with ease, calmness and acceptance and take into it only people who are valuable to you.","""Кот"" Появление лесного кота сигнализирует о скорых переменах в отношениях. С кем изменятся Твои отношения: с окружением или собой — решать только Тебе. Но, благодаря своей опоре, Ты с лёгкостью, спокойствием и принятием войдёшь в новый этап жизни и заберёшь в него только ценных для Тебя людей.","""Кіт"" Поява лісового кота сигналізує про швидкі зміни у відносинах. З ким зміняться Твої стосунки: з оточенням чи собою вирішувати тільки Тобі. Але, завдяки своїй опорі, Ти з легкістю, спокоєм та прийняттям увійдеш у новий етап життя і забереш у нього лише цінних для Тебе людей."
fulcrum_24.jpg,"""Bear"" A proud and big bear, presenting a flower, may indicate that you have defeated the enemy and successfully resolved a situation in life that negatively affected you. Now is the perfect time to find and strengthen the Pivot Point in yourself!","""Медведь"" Гордый и большой медведь, преподносящий цветок, может свидетельствовать о том, что Ты одержала победу над врагом и успешно решила ситуацию в жизни, которая негативно влияла на Тебя. Сейчас — идеальное время для того, чтобы найти и укрепить Точку Опоры в себе!","""Ведмідь"" Гордий і великий ведмідь, що підносить квітку, може свідчити про те, що Ти здобула перемогу над ворогом і успішно вирішила ситуацію в житті, яке негативно впливало на Тебе. Зараз - ідеальний час для того, щоб знайти та зміцнити Точку Опори у собі!"
fulcrum_25.jpg,"""Stairway to Heaven"" Great opportunities will open before You, which You have been waiting for a long time. Do not put off until later the development of events, important negotiations and meetings that are of great importance to you. Internal support will make you feel stable, which means protected and safe.","""Лестница в небеса"" Перед Тобой откроются огромные возможности, которых Ты давно ждала. Не стоит откладывать на потом варианты развития событий, важные переговоры и встречи, которые имеют для Тебя большое значение. Внутренняя опора позволит ощущать себя устойчивой, а значит защищённой и находящейся в безопасности.","""Сходи в небеса"" Перед Тобою відкриються величезні можливості, на які Ти давно чекала. Не варто відкладати на потім варіанти розвитку подій, важливі переговори та зустрічі, які мають для Тебе велике значення. Внутрішня опора дозволить відчувати себе стійкою, а значить захищеною та перебуває в безпеці."
fulcrum_26.jpg,"""Marriage Proposal"" Soon life will kneel before You and offer to make a choice on which your future destiny depends. Do not rush to a decision, but try to listen to what your heart says - it will become decisive in your destiny: it will help you find happiness and teach you to appreciate life. Get rid of destructive thoughts and trust your heart.","""Предложение руки и сердца"" В скором времени жизнь встанет перед Тобой на колено и предложит сделать выбор, от которого зависит твоя дальнейшая судьба. Не спеши с решением, а постарайся прислушаться к тому, что говорит сердце — оно станет решающим в Твоей судьбе: поможет обрести счастье и научит ценить жизнь. Избавься от деструктивных мыслей и доверься своему сердцу.","""Пропозиція руки і серця"" Незабаром життя стане перед Тобою на коліно і запропонує зробити вибір, від якого залежить твоя подальша доля. Не поспішай з рішенням, а постарайся прислухатися до того, що говорить серце — воно стане вирішальним у твоїй долі: допоможе здобути щастя і навчить цінувати життя. Позбався деструктивних думок і довірся своєму серцю."
fulcrum_27.jpg,"""Inner World"" It's time to look up from the path and see the whole path, which will certainly lead You to your goal. Ahead is a straight, smooth and clean road, which means that achieving the desired will be very quick and easy. The main thing - do not be afraid to act!","""Внутренний мир"" Пришло время поднять взгляд с тропинки и увидеть весь путь, который непременно приведёт Тебя к поставленной цели. Впереди прямая, ровная и чистая дорога, а, значит, достижение желаемого будет очень быстрым и простым. Главное — не бойся действовать!","""Внутрішній світ"" Настав час підняти погляд із стежки і побачити весь шлях, який неодмінно приведе Тебе до поставленої мети. Попереду пряма, рівна і чиста дорога, отже досягнення бажаного буде дуже швидким і простим. Головне – не бійся діяти!"
fulcrum_28.jpg,"""Mermaid"" Very soon temptations will appear in your life, which are not easy to overcome. You will be seduced by thoughts of moving, changing jobs, or new relationships. Do not succumb to them momentarily, but try to choose the right decision as consciously as possible.","""Русалка"" Совсем скоро в Твоей жизни появятся искушения, побороть которые непросто. Тебя будут соблазнять мысли о переезде, смене работы или новых отношениях. Не поддавайся им сиюминутно, а постарайся максимально осознанно выбрать правильное решение.","""Русалка"" Зовсім скоро у Твоєму житті з'являться спокуси, побороти які непросто. Тебе будуть спокушати думки про переїзд, зміну роботи або нові відносини. Не піддавайся їм миттєво, а постарайся максимально свідомо вибрати правильне рішення."
fulcrum_29.jpg,"""Offer"" Do you feel stuck in a routine and do not understand where to move on? Take a deep breath and accept the offer that life gives you. Perhaps it will be decisive in your destiny: it will help you find happiness and teach you to appreciate life. Get rid of destructive thoughts and trust your heart.","""Предложение"" Ты чувствуешь, что завязла в рутине и не понимаешь, куда двигаться дальше? Сделай глубокий вдох и прими предложение, которое даёт Тебе жизнь. Возможно, именно оно станет решающим в Твоей судьбе: поможет обрести счастье и научит ценить жизнь. Избавься от деструктивных мыслей и доверься своему сердцу.","""Пропозиція"" Ти відчуваєш, що зав'язла в рутині і не розумієш, куди рухатися далі? Зроби глибокий вдих і прийми пропозицію, яка дає Тобі життя. Можливо, саме воно стане вирішальним у Твоїй долі: допоможе здобути щастя і навчить цінувати життя. Позбався деструктивних думок і довірся своєму серцю."
fulcrum_30.jpg,"""Camping"" Do you feel that the days are flying by with great speed, and you lack brightness and saturation? Soon the calm will be replaced by a storm of events and big changes in life. Be ready for them!","""Кемпинг"" Ты чувствуешь, что дни пролетают с огромной скоростью, и Тебе не хватает яркости и насыщенности? В скором времени затишье сменится бурей событий и большими переменами в жизни. Будь к ним готова!","""Кемпінг"" Ти відчуваєш, що дні пролітають із величезною швидкістю, і Тобі не вистачає яскравості та насиченості? Незабаром затишшя зміниться бурею подій і великими змінами у житті. Будь готова до них!"
fulcrum_31.jpg,"""Child"" Protecting your inner child, you will be able to keep in yourself a childish and spontaneous joy from life. Return to a state of carelessness more often and embody all the desires of your ""little I"".","""Ребёнок"" Оберегая своего внутреннего ребёнка, Ты сможешь сохранить в себе детскую и непосредственную радость от жизни. Почаще возвращайся в состояние беззаботности и воплощай все желания своего ""маленького Я"".","""Дитина"" Оберігаючи свою внутрішню дитину, Ти зможеш зберегти в собі дитячу та безпосередню радість від життя. Найчастіше повертайся в стан безтурботності та втілюй усі бажання свого ""маленького Я""."
fulcrum_32.jpg,"""Daisies"" Blooming daisies are often associated with simple human happiness. Think about what things or events make you happy? Of course, it is impossible to find absolute happiness with a wave of a magic wand. However, if you start working from the inner state and put your thoughts in order, then your mood will grow tenfold. Just try!","""Ромашки"" Цветущие ромашки часто ассоциируются с простым человеческим счастьем. Подумай, какие вещи или события делают Тебя счастливой? Конечно, невозможно обрести абсолютное счастье по взмаху волшебной палочки. Однако, если начать работу с внутреннего состояния и привести мысли в порядок, то Твое настроение вырастет в десятки раз. Просто попробуй!","""Ромашки"" Квітучі ромашки часто асоціюються із простим людським щастям. Подумай, які речі чи події роблять Тебе щасливою? Звичайно, неможливо знайти абсолютне щастя за помахом чарівної палички. Однак, якщо почати роботу з внутрішнього стану та привести думки до ладу, то Твій настрій зросте в десятки разів. Просто спробуй!"
fulcrum_33.jpg,"""Desert"" The desert is a symbol of loneliness. Remember how long ago you felt comfortable alone with yourself? Perhaps right now in your life the period has come when it is time to show more love, trust and warmth to yourself. And then the endless sands will change into a fragrant field of flowers.","""Пустыня"" Пустыня — это символ одиночества. Вспомни, давно ли Ты чувствовала себя комфортно наедине с собой? Возможно, именно сейчас в Твоей жизни наступил период, когда пора проявить больше любви, доверия и тепла к себе. И тогда бескрайние пески сменятся на ароматное поле цветов.","""Пустеля"" Пустеля - це символ самотності. Згадай, чи давно Ти почувала себе комфортно наодинці із собою? Можливо, саме зараз у Твоєму житті настав період, коли час виявити більше любові, довіри та тепла до себе. І тоді безкраї піски зміняться на ароматне поле квітів."
fulcrum_34.jpg,"""Labyrinth"" Do you think that in life now there are many confusing situations that lead to a dead end? And what will happen if we loosen the grip of control a little and take steps not according to the instructions of the brain, but at the behest of the soul? So you will begin to feel life better. Just try.","""Лабиринт"" Тебе кажется, что в жизни сейчас происходит много запутанных ситуаций, которые приводят в тупик? А что будет, если немного ослабить хватку контроля и делать шаги не по инструкциям мозга, а по велению души? Так Ты начнёшь лучше чувствовать жизнь. Просто попробуй.","""Лабіринт"" Тобі здається, що в житті зараз відбувається багато заплутаних ситуацій, які спричиняють глухий кут? А що буде, якщо трохи послабити хватку контролю та робити кроки не за інструкціями мозку, а за велінням душі? Тож Ти почнеш краще відчувати життя. Просто спробуй."
fulcrum_35.jpg,"""The Road Home"" Do not lose heart if there are difficulties in your life now. Just keep going your way. Very soon you will understand that without difficulties the path would not be so interesting. And always remember that the road will be mastered by the walking one.","""Дорога домой"" Не стоит падать духом, если сейчас в Твоей жизни есть трудности. Просто продолжай идти своим путём. Совсем скоро Ты поймёшь, что без сложностей путь бы не был таким интересным. И всегда помни, что дорогу осилит идущий.","""Дорога додому"" Не варто падати духом, якщо зараз у Твоєму житті є труднощі. Просто продовжуй йти своїм шляхом. Зовсім скоро Ти зрозумієш, що без труднощів шлях не був би таким цікавим. І завжди пам'ятай, що дорогу здолає той, хто йде."
fulcrum_36.jpg,"""Mirror"" The mirror reflects your inner state. In real life, you are interested in what other people think of you. You often look at your life as if from the outside, trying to analyze your actions and deeds. Try to relax your control and treat yourself more gently.","""Зеркало"" Зеркало отражает Твое внутреннее состояние. В реальной жизни Ты интересуешься тем, что думают о Тебе другие люди. Ты часто смотришь на свою жизнь как бы со стороны, стараясь анализировать свои поступки и дела. Постарайся ослабить контроль и относиться к себе более мягко.","""Дзеркало"" Дзеркало відображає Твій внутрішній стан. У реальному житті Ти цікавишся тим, що думають про тебе інші люди. Ти часто дивишся на своє життя ніби збоку, намагаючись аналізувати свої вчинки та справи. Постарайся послабити контроль і ставитись до себе м'якше."
fulcrum_37.jpg,"""Music"" Is your life filled with emotional events? The main way that will allow you to save the resource and not waste energy will be immersion in yourself. The better you learn to listen to your needs, desires, thoughts, the easier it will be to accept everything that happens around.","""Музыка"" Твоя жизнь наполнена эмоциональными событиями? Главным способом, который позволит Тебе сохранить ресурс и не тратить энергию впустую, будет погружение в себя. Чем лучше Ты научишься слышать свои потребности, желания, мысли, тем проще будет принимать все, что происходит вокруг.","""Музика"" Твоє життя сповнене емоційними подіями? Головним способом, який дозволить Тобі зберегти ресурс і не марнувати енергію, буде занурення в себе. Чим краще Ти навчишся чути свої потреби, бажання, думки, тим простіше прийматиме все, що відбувається навколо."
fulcrum_38.jpg,"""Hay"" It's time to get a good reward for the work done. As soon as you show the world that you deserve all the best, it will definitely respond to this and present everything that you only dream of! Continue to broadcast a state of self-confidence and fullness.","""Сено"" Пришло время получить хорошее вознаграждение за проделанную работу. Как только Ты покажешь миру, что достойна всего самого лучшего — он обязательно откликнется на это и преподнесёт все, о чем Ты только мечтаешь! Продолжай транслировать состояние уверенности в себе и наполненности.","""Сіно"" Настав час отримати хорошу винагороду за виконану роботу. Як тільки Ти покажеш світові, що варта всього найкращого — він обов'язково відгукнеться на це і піднесе все, про що Ти тільки мрієш! Продовжуй транслювати стан впевненості у собі та наповненості."
fulcrum_39.jpg,"""Deer"" The deer symbolizes calmness and balance. Perhaps these are the qualities that you have long wanted to develop in yourself? The more you work on your Inner Support, the more light and conscious you become. You already have all the necessary tools - continue to act and do not give up.","""Олень"" Олень символизирует спокойствие и уравновешенность. Возможно, это те качества, которые Ты давно хотела в себе развить?  Чем больше Ты работаешь над своей Внутренней Опорой — тем более легкой и осознанной становишься. У Тебя уже есть все необходимые инструменты — продолжай действовать и не опускай руки.","""Олень"" Олень символізує спокій та врівноваженість. Можливо, це ті якості, які Ти давно хотіла у собі розвинути? Чим більше Ти працюєш над своєю Внутрішньою Опорою — тим легшою і усвідомленішою стаєш. У Тебе вже є всі необхідні інструменти – продовжуй діяти і не опускай руки."
fulcrum_40.jpg,"""Under the dome"" The dome protects and hides from prying eyes everything that is so difficult for us to show to this world. If you felt safe at the sight of this dome, then you probably feel an oppressive sense of loneliness and feel isolated. Let these difficult emotions be in your life - perhaps it is through them that you will get to know the real you.","""Под куполом"" Купол оберегает и прячет от посторонних глаз все, что нам так сложно показать этому миру. Если при виде этого купола Ты почувствовала безопасность, то, вероятно, испытываешь гнетущее чувство одиночества и ощущаешь себя изолированной. Позволь этим непростым эмоциям быть в Твоей жизни — возможно, именно через них Ты познакомишься с собой настоящей.","""Під куполом"" Купол оберігає і ховає від сторонніх очей все, що нам так складно показати цьому світу. Якщо побачивши цей купол Ти відчула безпеку, то, ймовірно, відчуваєш гнітюче почуття самотності і відчуваєш себе ізольованою. Дозволь цим непростим емоціям бути у Твоєму житті — можливо, саме через них Ти познайомишся із собою справжнім."
