file,descriptionEn,descriptionRu,descriptionUa
internalCompass_11.jpg,"""Ferris Wheel"" Not everything in this life depends on You. You can return to those situations and events that you have already gone through. And you can easily deal with them! Fear of the new is a normal reaction. An open mind and heart will help You along the way. Feel free to say ""YES"" to everything unknown and let it into your life as soon as possible.","""Колесо обозрения"" Не всё в этой жизни зависит от Тебя. Ты можешь вернуться к тем ситуациям и событиям, которые уже когда-то проходила. И с лёгкостью справишься с ними! Страх перед новым — нормальная реакция. Открытый ум и сердце помогут Тебе на этом пути. Смело говори ""ДА"" всему неизвестному и поскорее впусти это в свою жизнь.","""Колесо огляду"" Не все в цьому житті залежить від Тебе. Ти можеш повернутися до тих ситуацій та подій, які вже колись проходила. І з легкістю впораєшся з ними! Страх перед новим – нормальна реакція. Відкритий розум і серце допоможуть Тобі на цьому шляху. Сміливо кажи ""ТАК"" всьому невідомому і скоріше впусти це у своє життя."
internalCompass_12.jpg,"""Glacier"" This card is about strength of character, about professionalism in work. You are a strong person, but aren't you carrying too much on your fragile shoulders? You are a woman! You need to get rid of the extra burden, trust the world and people, learn to delegate responsibilities.","""Ледник"" Эта карта про силу характера, про профессионализм в работе. Ты — сильная личность, но не слишком ли много ты несёшь на своих хрупких плечах? Ты — женщина! Нужно освободиться от лишней нагрузки, довериться миру и людям, научиться делегировать обязанности.","""Льодовик"" Ця карта про силу темпераменту, для професіоналізм у роботі. Ти сильна особистість, але чи не надто багато ти несеш на своїх тендітних плечах? Ти жінка! Потрібно звільнитися від зайвого навантаження, довіритися миру та людям, навчитися делегувати обов'язки."
internalCompass_13.jpg,"""Black Cat"" Do not rush to get upset! The magical black cat is a sign of good luck and a symbol of insight! Trust your intuition, it won't let you down. Your ability to listen to your inner voice will help you find the path to happiness and fulfill all your desires.","""Чёрный кот"" Не спеши расстраиваться! Магический чёрный кот — знак удачи и символ проницательности! Доверься своей интуиции, она Тебя не подведёт. Твоё умение прислушиваться к своему внутреннему голосу поможет найти путь к счастью и исполнить все желания.","""Чорний кіт"" Не поспішай засмучуватися! Магічний чорний кіт – знак удачі та символ проникливості! Довірся до своєї інтуїції, вона Тебе не підведе. Твоє вміння прислухатися до свого внутрішнього голосу допоможе знайти шлях до щастя та виконати всі бажання."
internalCompass_14.jpg,"""Long way"" You are waiting for a life path that leads to a goal or to the realization of something important. Either way, the long road is an invitation to travel. Accept all challenges, changes, new opportunities - they are like pointers on the path of Your magical changes and growth.","""Дальний путь"" Тебя ждёт жизненный путь, который ведёт к цели или же к осознанию чего-то важного. В любом случае, далёкая дорога — это приглашение к путешествию. Принимай все вызовы, перемены, новые возможности — они как указатели на пути Твоих волшебных перемен и роста.","""Далекий шлях"" Тебе чекає життєвий шлях, який веде до мети або до усвідомлення чогось важливого. У будь-якому випадку, далека дорога – це запрошення до подорожі. Приймай усі виклики, зміни, нові можливості – вони як вказівники на шляху Твоїх чарівних змін та зростання."
internalCompass_15.jpg,"""Lion with wings"" This is a mixture of power and kindness. The lion is usually associated with power and dominance, while angel wings symbolize piety and care. Now you have a strong inner power that you can use for good purposes.","""Лев с крыльями"" Это смесь мощи и доброты. Лев обычно связан с силой и доминированием, в то время как крылья ангела символизируют благочестие и заботу. Сейчас Ты обладаешь сильной внутренней мощью, которую можешь использовать в добрых целях.","""Лев з крилами"" Це суміш потужності та доброти. Лев зазвичай пов'язані з силою і домінуванням, тоді як крила ангела символізують благочестя і турботу. Зараз Ти маєш сильну внутрішню міць, яку можеш використовувати в добрих цілях."
internalCompass_16.jpg,"""Sheep"" Sheep are a sign of softness, care and security. Their fluffy bodies remind of the warmth and comfort of home, restore trust and self-confidence. This symbol of collective support reminds you that you are not alone in your thoughts and feelings. Each of these cute sheep carries the strength and hope that will help you overcome trials and achieve success. They are a source of comfort.","""Овечки"" Овечки — это знак мягкости, заботы и безопасности. Их пушистые тела напоминают о тепле и уюте дома, возвращают доверие и уверенность в себе. Этот символ коллективной поддержки напоминает Тебе о том, что Ты не одинока в своих мыслях и чувствах. Каждая из этих милых овечек несёт в себе силу и надежду, которые помогут Тебе преодолеть испытания и достичь успеха. Они являются источником утешения.","""Овечки"" Овечки - це знак м'якості, турботи та безпеки. Їх пухнасті тіла нагадують про тепло і затишок будинку, повертають довіру та впевненість у собі. Цей символ колективної підтримки нагадує Тобі про те, що Ти не самотня у своїх думках та почуттях. Кожна з цих милих овечок несе в собі силу та надію, які допоможуть Тобі подолати випробування та досягти успіху. Вони є джерелом втіхи."
internalCompass_17.jpg,"""Bear"" The bear symbolizes care. If You need protection, don't be afraid to ask for it. If someone needs your support and care, generously share it. You can use your abilities to achieve important goals and cope with any challenges of fate. The power is within you - use it!","""Медведь"" Медведь символизирует заботу. Если Тебе необходима защита, то не бойся о ней попросить. Если кому-то нужна твоя поддержка и забота, щедро поделись этим. Ты можешь воспользоваться своими возможностями для достижения важных целей и справишься с любыми вызовами судьбы. Сила внутри Тебя — используй её!","""Ведмідь"" Ведмідь символізує турботу. Якщо Тобі необхідний захист, то не бійся про нього попросити. Якщо комусь потрібна твоя підтримка та турбота, щедро поділися цим. Ти можеш скористатися своїми можливостями для досягнення важливих цілей та впораєшся з будь-якими викликами долі. Сила всередині Тебе – використовуй її!"
internalCompass_18.jpg,"""Exit from the subway"" The map is a reflection of life's difficulties, from which you can find the right way out. Take it as the path to freedom. When the past remains in the past, and You make the transition to something new. Perhaps you are waiting for a way out of your comfort zone, gaining experience and new knowledge, moving to a new level. It's time to get out of any restrictions or blockages that hinder your progress.","""Выход из метро"" Карта — отражение жизненных трудностей, из которых Ты можешь найти правильный выход. Воспринимай его, как путь к свободе. Когда прошлое остаётся в прошлом, а Ты совершаешь переход к чему-то новому. Возможно, Тебя ждёт выход из зоны комфорта, получение опыта и новых знаний, переход на новый уровень. Пора выходить из каких-либо ограничений или блокировок, которые мешают Твоему прогрессу.","""Вихід із метро"" Карта - відображення життєвих труднощів, з яких Ти можеш знайти правильний вихід. Сприймай його як шлях до свободи. Коли минуле залишається в минулому, а Ти здійснюєш перехід до чогось нового. Можливо, на Тебе чекає вихід із зони комфорту, отримання досвіду та нових знань, перехід на новий рівень. Настав час виходити з будь-яких обмежень або блокувань, які заважають Твоєму прогресу."
internalCompass_19.jpg,"""Girl at the Pier"" This card is about finding yourself, your destiny, a place in this world. Learn to find joy in life even in difficult times. Solitude with nature, feed on its energy. You are the creator of your life. Learn to see joy in the non-material world - this is a great value!","""Девушка у пристани"" Эта карта про поиск себя, своего предназначения, места в этом мире. Учись находить радость в жизни даже в трудные моменты. Уединяйся с природой, питайся её энергией. Ты — творец своей жизни. Учись видеть радость в нематериальном мире — это великая ценность!","""Дівчина біля пристані"" Ця карта про пошук себе, свого призначення, місця в цьому світі. Вчися знаходити радість у житті навіть у важкі моменти. Усамітнюйся з природою, харчуйся її енергією. Ти творець свого життя. Вчись бачити радість у нематеріальному світі — це велика цінність!"
internalCompass_20.jpg,"""Botanical Garden"" How long have you been taking care of yourself? Even plants need care, watering and light. Please yourself for no reason or reason. Look at what is happening next to the positive. You are the source of light, you can light everything around you with it.","""Ботанический сад"" Давно ли Ты заботилась о себе? Даже растения нуждаются в уходе, поливе и свете. Порадуй себя без причин и поводов. Посмотри на происходящее рядом с позитивом. Ты — источник света, ты можешь зажигать им всё вокруг себя.","""Ботанічний сад"" Чи давно Ти дбала про себе? Навіть рослини потребують догляду, поливу та світла. Порадуй себе без причин та приводів. Подивися на те, що відбувається поруч із позитивом. Ти джерело світла, ти можеш запалювати їм все навколо себе."
internalCompass_21.jpg,"""Wolf with deer antlers"" Are you pretending or wearing a mask to hide your realness? This may be due to an attempt to maintain appearance or success, despite the fact that inside you feel insecure or unworthy. It is important for you to find support in yourself and recognize your true identity - then you can become confident and happy.","""Волк с оленьими рогами"" Возможно, Ты притворяешься или носишь маску, чтобы скрыть свою настоящесть? Это может быть связано с попыткой сохранить внешний вид или успех, несмотря на то, что внутри Ты чувствуешь себя неуверенной или недостойной. Тебе важно найти опору в себе и признать свою настоящую идентичность — тогда сможешь стать уверенной и счастливой.","""Вовк з оленячими рогами"" Можливо, Ти прикидаєшся чи носиш маску, щоб приховати свою справжність? Це може бути пов'язано зі спробою зберегти зовнішній вигляд чи успіх, незважаючи на те, що всередині Ти почуваєшся невпевненою чи негідною. Тобі важливо знайти опору в собі та визнати свою справжню ідентичність — тоді зможеш стати впевненою та щасливою."
internalCompass_22.jpg,"""Girl with wolves"" This card symbolizes strength. You can overcome any difficulties, emerge victorious from any situation. To do this, you need not be afraid to defend your boundaries, your opinion. Stay vigilant in dealing with people. Now is the moment when you can understand who cannot be trusted.","""Девушка с волками"" Эта карта символизирует силу. Ты сможешь преодолеть любые трудности, выйти победителем из любой ситуации. Для этого нужно не бояться отстаивать свои границы, своё мнение. Сохраняй бдительность в отношениях с людьми. Сейчас тот момент, когда можно понять, кому нельзя доверять.","""Дівчина з вовками"" Ця карта символізує силу. Ти зможеш подолати будь-які труднощі, вийти переможцем із будь-якої ситуації. Для цього потрібно не боятися відстоювати свої межі, свою думку. Зберігай пильність у стосунках із людьми. Наразі той момент, коли можна зрозуміти, кому не можна довіряти."
internalCompass_23.jpg,"""Pregnancy"" The card symbolizes creativity, peace, tranquility, unity with nature. Perhaps now you are subject to excitement and worries. Think about what worries you? If you wanted to get creative, now is the time. Spend time in nature, focus on your thoughts.","""Беременность"" Карта символизирует творчество, покой, умиротворение, единение с природой. Возможно, сейчас Ты подвержена волнению и переживаниям. Задумайся, что Тебя тревожит? Если Ты хотела заняться творчеством, то сейчас самое время. Проведи время на природе, сфокусируйся на своих мыслях.","""Вагітність"" Карта символізує творчість, спокій, умиротворення, єднання з природою. Можливо, зараз Ти схильна до хвилювання і переживань. Подумай, що Тебе турбує? Якщо Ти хотіла зайнятися творчістю, то зараз саме час. Проведи час на природі, сфокусуйся на своїх думках."
internalCompass_24.jpg,"""Hedgehog"" Show more gentleness in relation to yourself and to loved ones. Don't shoot off your shoulder. Be more merciful so as not to hurt your loved ones. A caustic word, a hasty conclusion, a rash act - can hurt the people most dear to you.","""Ёж"" Проявляй больше мягкости по отношению к себе и к близким людям. Не руби с плеча. Будь милосерднее, дабы не причинить боль родным. Едкое слово, поспешный вывод, необдуманный поступок — могут причинить боль самым дорогим для Тебя людям.","""Їжак"" Виявляй більше м'якості по відношенню до себе і до близьких людей. Не рубай із плеча. Будь милосерднішим, щоб не завдати болю рідним. Їдке слово, поспішний висновок, необдуманий вчинок можуть завдати біль найдорожчим для Тебе людям."
internalCompass_25.jpg,"""Portal to the Universe"" Now it is important for you to understand that if something in your life repeats, then this is natural. In fact, a world of possibilities is open before you and there is more beautiful than negative around. You are the creator of your life. You can show yourself and your talents in creativity.","""Портал во вселенную"" Сейчас Тебе важно понять, что если что-то в твоей жизни повторяется, то это закономерно. На самом деле, перед тобой открыт мир возможностей и вокруг больше прекрасного, чем негативного. Ты — творец своей жизни. Можешь проявить себя и свои таланты в творчестве.","""Портал у всесвіт"" Зараз тобі важливо зрозуміти, що якщо щось у твоїм житті повторюється, то це закономірно. Насправді, перед тобою відкритий світ можливостей і довкола прекраснішого, ніж негативного. Ти творець свого життя. Можеш проявити себе та свої таланти у творчості."
internalCompass_26.jpg,"""The girl with the spiders"" This card is a reflection of Your insensitivity, fear of the unknown and unstoppable podia. The girl manifests the strength of Your inner self, and the spiders are those who call out the vise and strain. All the same, you can overcome your fears and get out of unimportant situations for the help of your inner strength. Leather vchinok maє naslіdki. Be careful, be smart. It is possible, You think, that you are doing good, but in reality you can hurt people.","""Девушка с пауками"" Эта карта — отражение Твоей нерешительности, страха перед незнакомыми или неожиданными событиями. Девушка представляет силу Твоего внутреннего Я, а пауки — то, что вызывает давление и напряжение. Но Ты можешь преодолеть свои страхи и выйти из неопределённых ситуаций с помощью своей внутренней силы. У каждого поступка есть последствия. Будь аккуратна, прояви бдительность. Возможно, Ты думаешь, что творишь добро, а на самом деле можешь причинить боль людям.","""Дівчина з павуками"" Ця карта - відображення Твоєї нерішучості, страху перед незнайомими чи несподіваними подіями. Дівчина уявляє силу Твого внутрішнього Я, а павуки — те, що викликає тиск і напругу. Але Ти можеш подолати свої страхи та вийти з невизначених ситуацій за допомогою своєї внутрішньої сили. Кожен поступок має наслідки. Будь обережна, прояви пильність. Можливо, Ти думаєш, що твориш добро, а насправді можеш завдати болю людям."
internalCompass_27.jpg,"""Zen"" You can feel self-sufficient without other people. This is your forte. Outwardly, You appear calm and gentle, but You always have firm goals. You know how to conquer peaks and you don't need to prove anything to anyone! You are on the right track, listen only to yourself and your intuition.","""Дзен"" Ты можешь чувствовать себя самодостаточной без других людей. Это Твоя сильная сторона. Внешне Ты кажешься спокойной и мягкой, но у Тебя всегда есть твёрдые цели. Ты умеешь покорять вершины и Тебе не нужно никому ничего доказывать! Ты на верном пути, слушай только себя и свою интуицию.","""Дзен"" Ти можеш почуватися самодостатньою без інших людей. Це Твій сильний бік. Зовні Ти здається спокійною і м'якою, але у Тебе завжди є тверді цілі. Ти вмієш підкорювати вершини, і Тобі не треба нікому нічого доводити! Ти на вірному шляху, слухай лише себе та свою інтуїцію."
internalCompass_28.jpg,"""City in the rock"" Most likely, you are an unusual person who combines the incongruous: firmness of character and breadth of soul. The city on the rock is a secluded place where you can find peace, relaxation, harmony. However, such a place can make you feel isolated and lonely.","""Город в скале"" Скорее всего, Ты необычный человек, который сочетает несочетаемое: твёрдость характера и широту души. Город на скале — это уединённое место, где можно найти покой, отдых, гармонию. Однако, такое место может вызывать у Тебя чувства изолированности и одиночества.","""Місто в скелі"" Швидше за все, Ти незвичайна людина, яка поєднує непоєднуване: твердість характеру та широту душі. Місто на скелі - це відокремлене місце, де можна знайти спокій, відпочинок, гармонію. Однак таке місце може викликати у Тебе почуття ізольованості та самотності."
internalCompass_29.jpg,"""Rabbit in the Aquarium"" Like a rabbit in an aquarium, you may feel helpless in the face of what is going on around you. It's time to get out of your comfort zone! Try to improve the situation if you feel unfree in your own life.","""Кролик в аквариуме"" Как кролик, находящийся в аквариуме, Ты можешь испытывать чувство беспомощности перед тем, что происходит вокруг. Пора выйти из своей зоны комфорта! Попытайся улучшить ситуацию, если Ты ощущаешь себя несвободно в своей же жизни.","""Кролик в акваріумі"" Як кролик, що знаходиться в акваріумі, Ти можеш відчувати безпорадність перед тим, що відбувається навколо. Час вийти зі своєї зони комфорту! Спробуй покращити ситуацію, якщо Ти відчуваєш себе невільно у своєму житті."
internalCompass_30.jpg,"""Wind instrument"" It is a symbol of creativity, inspiration and expression of emotions. Look for new ways to express yourself - this will help you find peace and inner balance. The wind instrument personifies the ability to communicate and influence the state of mind. Perhaps you are looking for an opportunity to express yourself or influence the world using your talents or skills.","""Духовой инструмент"" Это символ творчества, вдохновения и выражения эмоций. Ищи новые способы проявления себя — это поможет Тебе обрести успокоение и внутреннее равновесие. Духовой инструмент олицетворяет способность к коммуникации и воздействию на душевное состояние. Возможно, Ты ищешь возможность выразить себя или повлиять на мир, используя свои таланты или умения.","""Духовий інструмент"" Це символ творчості, натхнення та вираження емоцій. Шукай нові способи прояву себе – це допоможе Тобі знайти заспокоєння та внутрішню рівновагу. Духовий інструмент уособлює здатність до комунікації та впливу на душевний стан. Можливо, Ти шукаєш можливість висловити себе чи вплинути на світ, використовуючи свої таланти чи вміння."
internalCompass_31.jpg,"""Hourglass"" Look at the hourglass as a symbol of your inner time and attitude towards it. The card reminds You that time is irreversible - you can not lose control over it. Realize its value and don't let it leak into nowhere. Now is the most important moment that has implications for your future. Live today. Here and now is the foundation of your life.","""Песочные часы"" Взгляни на песочные часы как на символ своего внутреннего времени и отношения к нему. Карта напоминает Тебе, что время необратимо — нельзя упускать из рук контроль над ним. Осознай его ценность и не дай ему утечь в никуда. Сейчас — это самый важный момент, который имеет последствия для Твоего будущего. Живи сегодняшним днём. Здесь и сейчас — это основа Твоей жизни.","""Пісочний годинник"" Поглянь на пісочний годинник як на символ свого внутрішнього часу та ставлення до нього. Карта нагадує Тобі, що час необоротний - не можна втрачати з рук контроль над ним. Усвідом його цінність і не дай йому втекти в нікуди. Зараз це найважливіший момент, який має наслідки для Твого майбутнього. Живи сьогоднішнім днем. Тут і зараз це основа Твого життя."
internalCompass_32.jpg,"""City of the Future"" Will master the road going! Changes in your life to be! New horizons, opportunities, chances open up. There are interesting prospects, impressions and emotions ahead. Don't be afraid, act!","""Город будущего"" Осилит дорогу идущий! Переменам в Твоей жизни быть! Открываются новые горизонты, возможности, шансы. Впереди ждут интересные перспективы, впечатления и эмоции. Не бойся, действуй!","""Місто майбутнього"" Здолає дорогу той, хто йде! Змін у Твоєму житті бути! Відкриваються нові обрії, можливості, шанси. Попереду чекають цікаві перспективи, враження та емоції. Не бійся, дій!"
internalCompass_33.jpg,"""Cow"" She symbolizes the perfect balance between one's own needs and the outside world. It also shows a promising future. Perhaps for you the Cow will become a symbol of motherhood or care.","""Корова"" Она символизирует идеальный баланс между собственными потребностями и внешним миром. А ещё показывает многообещающее будущее. Возможно, для Тебя Корова станет символом материнства или заботы.","""Корова"" Вона символізує ідеальний баланс між власними потребами та зовнішнім світом. А ще показує перспективне майбутнє. Можливо, для Тебе Корова стане символом материнства чи турботи."
internalCompass_34.jpg,"""Suspension Bridge"" The suspension bridge says that in your life now there may be a transition to a new reality, a movement to new opportunities. The fragility and fragility of the bridge, its swaying are life's difficulties. But You stand firm, with experience and wisdom behind you, you are confidently moving into your new dimension. Don't be afraid! Go!","""Подвесной мост"" Подвесной мост говорит о том, что в Твоей жизни сейчас может происходить переход в новую реальность, движение к новым возможностям. Хрупкость и хлипкость моста, его покачивания — это жизненные трудности. Но Ты стоишь твёрдо, за плечами — опыт и мудрость, ты уверенно двигаешься в своё новое измерение. Не бойся! Иди!","""Підвісний міст"" Підвісний міст говорить про те, що у Твоєму житті зараз може відбуватися перехід у нову реальність, рух до нових можливостей. Крихкість і хисткість мосту, його похитування - це життєві труднощі. Але Ти стоїш твердо, за плечима - досвід і мудрість, ти впевнено рухаєшся у свій новий вимір. Не бійся! Іди!"
internalCompass_35.jpg,"""The All-Seeing Eye"" Often in life we lack lightness. No need to try to control everything and everyone. Give freedom to people around you, direct energy to yourself. You are the center of the universe. With this awareness will come strength, energy and resources to achieve goals. Perhaps you have a talent for noticing things that other people don't see. Put it to good use!","""Всевидящее око"" Часто в жизни нам не хватает лёгкости. Не нужно пытаться всё и всех контролировать. Дай свободу окружающим людям, направь энергию на себя. Ты — центр вселенной. С этим осознанием придёт сила, энергия и ресурсы для достижения целей. Возможно, у Тебя талант замечать вещи, которые не видят другие люди. Направь это во благо!","""Всевидюче око"" Часто в житті нам не вистачає легкості. Не треба намагатися все й усіх контролювати. Дай свободу оточуючим людям, спрямуй енергію на себе. Ти центр всесвіту. З цим усвідомленням прийде сила, енергія та ресурси для досягнення цілей. Можливо, у тебе талант помічати речі, які не бачать інші люди. Спрямуй це на благо!"
internalCompass_36.jpg,"""Fire tornado"" There are no good and bad emotions. Any emotion must be felt and lived. You are a living person. Do not keep your feelings inside, do not be ashamed of your experiences. It's time to get rid of unnecessary memories and people! The card shows how important it is not to exaggerate your problems. Don't make an elephant out of a spider. All difficulties can be solved, there is a way out of any situation. You are on the right track, success is not far off. Believe in yourself and your strengths.","""Огненный смерч"" Нет хороших и плохих эмоций. Любая эмоция должна быть прочувствована и прожита. Ты — живой человек. Не держи в себе чувства, не стыдись своих переживаний. Пришло время освободиться от ненужных воспоминаний и людей! Карта показывает, как важно не преувеличивать свои проблемы. Не делай из паука слона. Все трудности можно разрешить, выход есть из любой ситуации. Ты на верном пути, успех не за горами. Верь в себя и свои силы.","""Вогненний смерч"" Немає хороших і поганих емоцій. Будь-яка емоція має бути відчута і прожита. Ти жива людина. Не тримай у собі почуття, не соромся своїх переживань. Настав час звільнитися від непотрібних спогадів та людей! Карта показує, наскільки важливо не перебільшувати свої проблеми. Не роби з слона павука. Всі проблеми можна вирішити, вихід є з будь-якої ситуації. Ти на правильному шляху, успіх не за горами. Вір у себе та свої сили."
internalCompass_37.jpg,"""Two sides of personality"" Now you have a difficult choice. What it will be depends only on You! You combine strong intuition and leadership qualities. They will help you make the right decision!",,"""Дві сторони особистості"" Зараз перед тобою нелегкий вибір. Яким він буде, залежить тільки від Тебе! Ти поєднуєш у собі сильну інтуїцію та лідерські якості. Саме вони допоможуть Тобі прийняти єдине вірне рішення!"
internalCompass_38.jpg,"""The door to space"" Long live new research and discoveries! The door is the entrance to unknown areas and new horizons. You see our beautiful world differently than other people see it. You are not afraid to break stereotypes, you stand out from the crowd. You are an extraordinary creative person, and this is your strength and originality. Act, develop, do not be afraid!","""Дверь в космос"" Да здравствуют новые исследования и открытия! Дверь — вход в неизведанные области и новые горизонты. Ты видишь наш прекрасный мир не так, как его видят другие люди. Ты не боишься ломать стереотипы, выделяешься из толпы. Ты — неординарная творческая личность и в этом Твоя сила и неповторимость. Действуй, развивайся, ничего не бойся!","""Двері в космос"" Нехай живуть нові дослідження та відкриття! Двері – вхід у незвідані області та нові горизонти. Ти бачиш наш чудовий світ не так, як його бачать інші люди. Ти не боїшся ламати стереотипи, виділяєшся з натовпу. Ти – неординарна творча особистість і в цьому Твоя сила та неповторність. Дій, розвивайся, нічого не бійся!"
